Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"iconMore = findTestObject(""Object Repository/MarkUnreadMsgInDMs/Page_test1 - 123 Mattermost/button_ngoctin02806_CENTER_button_gwb3omtcgpngpebj9sr6f7zkuw"")",Chrome 90.0.4430.212,,,2021-05-28 18:00:50,2021-05-28 18:00:50,0.087s,PASSED
"btnMarkUnread = findTestObject(""Object Repository/MarkUnreadMsgInDMs/Page_test1 - 123 Mattermost/button_Mark as Unread"")",Chrome 90.0.4430.212,,,2021-05-28 18:00:50,2021-05-28 18:00:50,0.116s,PASSED
if (pMsg != null && iconMore != null && btnMarkUnread != null),Chrome 90.0.4430.212,,,2021-05-28 18:00:50,2021-05-28 18:00:53,2.902s,PASSED
,,,,,,,
Test Cases/Main/TestCasePinMsgInDMs,Chrome 90.0.4430.212,,,2021-05-28 18:00:53,2021-05-28 18:01:17,24.166s,PASSED
"callTestCase(findTestCase(""PreCondition/Login""), [:], STOP_ON_FAILURE)",Chrome 90.0.4430.212,,,2021-05-28 18:00:54,2021-05-28 18:01:09,14.673s,PASSED
"click(findTestObject(""Object Repository/PinMsgInDMs/Page_Town Square - 123 Mattermost/span_test1""))",Chrome 90.0.4430.212,,,2021-05-28 18:01:09,2021-05-28 18:01:13,4.677s,PASSED
"pMsg = findTestObject(""Object Repository/PinMsgInDMs/Page_test1 - 123 Mattermost/div_ngoctin02806107 PM15ba58ab6023994f93ab3a4e701cf8b8.jpg"")",Chrome 90.0.4430.212,,,2021-05-28 18:01:13,2021-05-28 18:01:13,0.082s,PASSED
"iconMore = findTestObject(""Object Repository/PinMsgInDMs/Page_test1 - 123 Mattermost/button_ngoctin02806_CENTER_button_4xttwiq7ktb45ctc1z5yoqj5ko"")",Chrome 90.0.4430.212,,,2021-05-28 18:01:13,2021-05-28 18:01:13,0.100s,PASSED
"btnPin = findTestObject(""Object Repository/PinMsgInDMs/Page_test1 - 123 Mattermost/button_Pin to Channel"")",Chrome 90.0.4430.212,,,2021-05-28 18:01:13,2021-05-28 18:01:14,0.152s,PASSED
if (pMsg != null && iconMore != null && btnPin != null),Chrome 90.0.4430.212,,,2021-05-28 18:01:14,2021-05-28 18:01:17,3.770s,PASSED
,,,,,,,
Test Cases/Main/TestCaseReactMsgInDMs,Chrome 90.0.4430.212,,,2021-05-28 18:01:17,2021-05-28 18:01:46,28.337s,PASSED
"callTestCase(findTestCase(""PreCondition/Login""), [:], STOP_ON_FAILURE)",Chrome 90.0.4430.212,,,2021-05-28 18:01:18,2021-05-28 18:01:37,18.612s,PASSED
"click(findTestObject(""Object Repository/ReactMsgInDMs/Page_Town Square - 123 Mattermost/span_test1""))",Chrome 90.0.4430.212,,,2021-05-28 18:01:37,2021-05-28 18:01:41,4.698s,PASSED
"pMsg = findTestObject(""Object Repository/ReactMsgInDMs/Page_test1 - 123 Mattermost/div_ngoctin02806203 PMedited3(edited)1"")",Chrome 90.0.4430.212,,,2021-05-28 18:01:41,2021-05-28 18:01:41,0.070s,PASSED
"btnReact = findTestObject(""Object Repository/ReactMsgInDMs/Page_test1 - 123 Mattermost/button_ngoctin02806_CENTER_reaction_1fktzgahk3rq8cbwgejm8twfpr"")",Chrome 90.0.4430.212,,,2021-05-28 18:01:41,2021-05-28 18:01:41,0.081s,PASSED
"selectedEmotion = findTestObject(""Object Repository/ReactMsgInDMs/Page_test1 - 123 Mattermost/img_People_emoji-1f601"")",Chrome 90.0.4430.212,,,2021-05-28 18:01:41,2021-05-28 18:01:42,0.093s,PASSED
if (pMsg != null && btnReact != null && selectedEmotion != null),Chrome 90.0.4430.212,,,2021-05-28 18:01:42,2021-05-28 18:01:46,4.144s,PASSED
,,,,,,,
Test Cases/Main/TestCaseReplyMsgInDMs,Chrome 90.0.4430.212,,,2021-05-28 18:01:46,2021-05-28 18:04:21,2m - 34.837s,FAILED
"callTestCase(findTestCase(""PreCondition/Login""), [:], STOP_ON_FAILURE)",Chrome 90.0.4430.212,,,2021-05-28 18:01:46,2021-05-28 18:02:03,16.702s,PASSED
"click(findTestObject(""Object Repository/ReplyMsgInDMs/Page_Town Square - 123 Mattermost/span_test1""))",Chrome 90.0.4430.212,,,2021-05-28 18:02:03,2021-05-28 18:02:09,5.818s,PASSED
"btnReply = findTestObject(""Object Repository/ReplyMsgInDMs/Page_test1 - 123 Mattermost/svg"")",Chrome 90.0.4430.212,,,2021-05-28 18:02:09,2021-05-28 18:02:09,0.100s,PASSED
"inputReply = findTestObject(""Object Repository/ReplyMsgInDMs/Page_test1 - 123 Mattermost/textarea_lo la"")",Chrome 90.0.4430.212,,,2021-05-28 18:02:09,2021-05-28 18:02:09,0.188s,PASSED
"btnSubmitReply = findTestObject(""Object Repository/ReplyMsgInDMs/Page_test1 - 123 Mattermost/input_Help_addCommentButton"")",Chrome 90.0.4430.212,,,2021-05-28 18:02:09,2021-05-28 18:02:09,0.174s,PASSED
if (btnReply != null && inputReply != null && btnSubmitReply != null),Chrome 90.0.4430.212,,,2021-05-28 18:02:09,2021-05-28 18:04:21,2m - 11.235s,FAILED
,,,,,,,
Test Cases/Main/TestCaseSaveMsgInDMs,Chrome 90.0.4430.212,,,2021-05-28 18:04:21,2021-05-28 18:04:41,20.434s,PASSED
"callTestCase(findTestCase(""PreCondition/Login""), [:], STOP_ON_FAILURE)",Chrome 90.0.4430.212,,,2021-05-28 18:04:21,2021-05-28 18:04:34,13.169s,PASSED
"click(findTestObject(""Object Repository/SaveMsgInDMs/Page_Town Square - 123 Mattermost/span_test1""))",Chrome 90.0.4430.212,,,2021-05-28 18:04:34,2021-05-28 18:04:38,3.950s,PASSED
"pMsg = findTestObject(""Object Repository/SaveMsgInDMs/Page_test1 - 123 Mattermost/div_ngoctin02806203 PMedited3(edited)11"")",Chrome 90.0.4430.212,,,2021-05-28 18:04:38,2021-05-28 18:04:38,0.092s,PASSED
"btnSave = findTestObject(""Object Repository/SaveMsgInDMs/Page_test1 - 123 Mattermost/button_ngoctin02806_CENTER_flagIcon_1fktzgahk3rq8cbwgejm8twfpr"")",Chrome 90.0.4430.212,,,2021-05-28 18:04:38,2021-05-28 18:04:38,0.096s,PASSED
if (pMsg != null && btnSave != null),Chrome 90.0.4430.212,,,2021-05-28 18:04:38,2021-05-28 18:04:41,2.523s,PASSED
,,,,,,,
Test Cases/ForgetPassword,Chrome 90.0.4430.212,,,2021-05-28 18:04:41,2021-05-28 18:04:58,16.514s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 18:04:42,2021-05-28 18:04:44,2.464s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 18:04:44,2021-05-28 18:04:48,4.251s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/span_I forgot my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:04:48,2021-05-28 18:04:54,5.209s,PASSED
"setText(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/input_To reset your password, enter the email address you used to sign up_email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 18:04:54,2021-05-28 18:04:55,1.288s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/button_Reset my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:04:55,2021-05-28 18:04:55,0.505s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/label_Failed to send password reset email successfully""), 1000)",Chrome 90.0.4430.212,,,2021-05-28 18:04:55,2021-05-28 18:04:57,1.476s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 18:04:57,2021-05-28 18:04:58,0.742s,PASSED
,,,,,,,
Test Cases/ForgetPassword,Chrome 90.0.4430.212,,,2021-05-28 18:04:58,2021-05-28 18:05:13,14.950s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 18:04:58,2021-05-28 18:04:59,1.797s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 18:04:59,2021-05-28 18:05:03,3.998s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/span_I forgot my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:03,2021-05-28 18:05:09,5.142s,PASSED
"setText(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/input_To reset your password, enter the email address you used to sign up_email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 18:05:09,2021-05-28 18:05:10,1.282s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/button_Reset my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:10,2021-05-28 18:05:10,0.489s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/label_Failed to send password reset email successfully""), 1000)",Chrome 90.0.4430.212,,,2021-05-28 18:05:10,2021-05-28 18:05:11,0.813s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 18:05:11,2021-05-28 18:05:13,1.421s,PASSED
,,,,,,,
Test Cases/ForgetPassword,Chrome 90.0.4430.212,,,2021-05-28 18:05:13,2021-05-28 18:05:30,17.719s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 18:05:13,2021-05-28 18:05:14,1.863s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 18:05:14,2021-05-28 18:05:19,4.383s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/span_I forgot my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:19,2021-05-28 18:05:27,7.931s,PASSED
"setText(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/input_To reset your password, enter the email address you used to sign up_email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 18:05:27,2021-05-28 18:05:28,1.241s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/button_Reset my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:28,2021-05-28 18:05:28,0.449s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/label_Failed to send password reset email successfully""), 1000)",Chrome 90.0.4430.212,,,2021-05-28 18:05:28,2021-05-28 18:05:29,1.060s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 18:05:29,2021-05-28 18:05:30,0.785s,PASSED
,,,,,,,
Test Cases/ForgetPassword,Chrome 90.0.4430.212,,,2021-05-28 18:05:30,2021-05-28 18:05:47,17.177s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 18:05:30,2021-05-28 18:05:32,1.884s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 18:05:32,2021-05-28 18:05:38,5.739s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/span_I forgot my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:38,2021-05-28 18:05:43,5.024s,PASSED
"setText(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/input_To reset your password, enter the email address you used to sign up_email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 18:05:43,2021-05-28 18:05:44,1.255s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/button_Reset my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:44,2021-05-28 18:05:45,0.445s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/label_Failed to send password reset email successfully""), 1000)",Chrome 90.0.4430.212,,,2021-05-28 18:05:45,2021-05-28 18:05:46,1.576s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 18:05:46,2021-05-28 18:05:47,1.246s,PASSED
,,,,,,,
Test Cases/ForgetPassword,Chrome 90.0.4430.212,,,2021-05-28 18:05:47,2021-05-28 18:06:05,17.939s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 18:05:47,2021-05-28 18:05:49,2.019s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 18:05:49,2021-05-28 18:05:57,7.173s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/span_I forgot my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:05:57,2021-05-28 18:06:02,5.028s,PASSED
"setText(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/input_To reset your password, enter the email address you used to sign up_email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 18:06:02,2021-05-28 18:06:03,1.320s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/button_Reset my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:06:03,2021-05-28 18:06:03,0.447s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/label_Failed to send password reset email successfully""), 1000)",Chrome 90.0.4430.212,,,2021-05-28 18:06:03,2021-05-28 18:06:05,1.129s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 18:06:05,2021-05-28 18:06:05,0.816s,PASSED
,,,,,,,
Test Cases/ForgetPassword,Chrome 90.0.4430.212,,,2021-05-28 18:06:05,2021-05-28 18:06:20,14.784s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 18:06:05,2021-05-28 18:06:07,1.954s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 18:06:07,2021-05-28 18:06:12,4.492s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/span_I forgot my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:06:12,2021-05-28 18:06:17,4.893s,PASSED
"setText(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/input_To reset your password, enter the email address you used to sign up_email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 18:06:17,2021-05-28 18:06:18,1.300s,PASSED
"click(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/button_Reset my password""))",Chrome 90.0.4430.212,,,2021-05-28 18:06:18,2021-05-28 18:06:19,0.443s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ForgetPassword_Mattermost_OR/label_Failed to send password reset email successfully""), 1000)",Chrome 90.0.4430.212,,,2021-05-28 18:06:19,2021-05-28 18:06:19,0.815s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 18:06:19,2021-05-28 18:06:20,0.878s,PASSED
